school_name,district_name,date,school_year,year,time,day_of_week,city,state,school_type,enrollment,killed,injured,casualties,shooting_type,age_shooter1,gender_shooter1,race_ethnicity_shooter1,shooter_relationship1,shooter_deceased1,resource_officer,weapon,weapon_source,lat,long,staffing,low_grade,high_grade,lunch,county,ulocale,presence_second_shooter
Cesar Chavez High School,Phoenix Union High School District (4286),11/29/2021,2021-2022,2021,15:00:00,Monday,Laveen,Arizona,public,2590,0,1,1,targeted,15,m,Unknown,student,3.0,0,Unknown,Unknown,33.3757,-112.1463,123.4,9,12,1605.0,Maricopa County,11.0,0
Oxford High School,Oxford Community Schools,11/30/2021,2021-2022,2021,12:50:00,Tuesday,Oxford,Michigan,public,1872,4,7,11,indiscriminate,15,m,w,student,0.0,0,9mm handgun,parent,42.838243,-83.260782,81.8,9,12,451.0,Oakland County,21.0,0
Sam Rayburn High School,Pasadena Isd,12/1/2021,2021-2022,2021,23:00:00,Wednesday,Pasadena,Texas,public,2724,0,0,0,targeted,21,m,Unknown,Unknown,3.0,0,Unknown,Unknown,29.678303,-95.182324,175.78,9,12,2210.0,Harris County,21.0,0
Great Oaks Charter School,Great Oaks Charter School,12/9/2021,2021-2022,2021,09:30:00,Thursday,New York,New York,public,299,0,0,0,unclear,19,,Unknown,Unknown,3.0,0,Unknown,Unknown,40.719909,-73.991729,20.0,6,9,256.0,New York County,11.0,0
Jesse C. Carson High School,Rowan-salisbury Schools,12/9/2021,2021-2022,2021,14:00:00,Thursday,China Grove,North Carolina,public,1245,0,0,0,accidental,19,,Unknown,Unknown,0.0,0,Unknown,Unknown,35.563,-80.5457,71.24,9,12,461.0,Rowan County,41.0,0
West Charlotte High School,Charlotte-mecklenburg Schools,12/13/2021,2021-2022,2021,14:15:00,Monday,Charlotte,North Carolina,public,1376,0,0,0,targeted,19,,Unknown,student,3.0,0,Unknown,Unknown,35.2654,-80.8585,90.6,9,12,1372.0,Mecklenburg County,11.0,0
Eau Claire High School,Richland 01,12/16/2021,2021-2022,2021,15:00:00,Thursday,Columbia,South Carolina,public,510,0,0,0,targeted,15,m,Unknown,student,3.0,0,Unknown,Unknown,34.048231,-81.040984,50.0,9,12,510.0,Richland County,12.0,0
Auburn High School,Rockford Sd 205,1/4/2022,2021-2022,2022,13:10:00,Tuesday,Rockford,Illinois,public,1807,0,2,2,targeted,16,m,b,Unknown,3.0,0,9mm handgun,Unknown,42.286784,-89.137895,101.1,9,12,1105.0,Winnebago County,12.0,1
Seminole High School,Seminole,1/19/2022,2021-2022,2022,12:00:00,Wednesday,Sanford,Florida,public,4062,0,1,1,targeted,16,m,b,student,3.0,0,9mm handgun,Unknown,28.7793,-81.283,149.07,9,12,2032.0,Seminole County,13.0,0
Oliver Citywide Academy,Pittsburgh Sd,1/19/2022,2021-2022,2022,13:45:00,Wednesday,Pittsburgh,Pennsylvania,public,105,1,0,1,targeted,19,,Unknown,Unknown,3.0,0,Unknown,Unknown,40.464327,-80.024121,22.63,3,12,86.0,Allegheny County,11.0,0
Magruder High School,Montgomery County Public Schools,1/21/2022,2021-2022,2022,13:00:00,Friday,Rockville,Maryland,public,1697,0,1,1,targeted,17,m,Unknown,student,3.0,0,Unknown,Unknown,39.1313,-77.1183,101.8,9,12,545.0,Montgomery County,41.0,0
South Education Center,Intermediate School District 287,2/1/2022,2021-2022,2022,12:07:00,Tuesday,Richfield,Minnesota,public,71,1,1,2,targeted,19,m,h,student,3.0,0,Unknown,Unknown,44.868045,-93.310844,8.2,PK,12,47.0,Hennepin County,21.0,1
Mount Vernon High School,Mount Vernon City School District,2/8/2022,2021-2022,2022,14:00:00,Tuesday,Mount Vernon,New York,public,1302,0,0,0,unclear,19,,Unknown,Unknown,3.0,0,Unknown,Unknown,40.9258,-73.8151,79.74,9,12,488.0,Westchester County,21.0,0
Liberty Point International School,Pueblo County School District 70,2/22/2022,2021-2022,2022,15:30:00,Tuesday,Pueblo West,Colorado,public,536,1,0,1,targeted,19,,Unknown,police officer,3.0,0,service weapon,Unknown,38.3173,-104.7291,26.0,6,8,319.0,Pueblo County,22.0,0
Jonesboro High School,Clayton County School District,2/28/2022,2021-2022,2022,,Monday,Clayton County,Georgia,public,1383,0,0,0,unclear,19,,Unknown,student,3.0,0,Loaded handgun,Unknown,33.5427,-84.3428,75.3,9,12,1286.0,Clayton County,21.0,0
Olathe East High School,Olathe School District,3/4/2022,2021-2022,2022,10:30:00,Friday,Olathe,Kansas,public,1957,0,2,2,targeted,18,m,b,student,3.0,0,Unknown,Unknown,38.8959,-94.7539,117.3,9,12,482.0,Johnson County,21.0,0
East High School,Des Moines Public Schools,3/7/2022,2021-2022,2022,15:00:00,Monday,Des Moines,Iowa,public,2204,1,2,3,indiscriminate,19,,Unknown,Unknown,3.0,0,Unknown,Unknown,41.5969,-93.600681,97.1,9,12,1815.0,Polk County,12.0,0
North Gardens High School,Miami-Dade School District,3/9/2022,2021-2022,2022,13:30:00,Wednesday,Miami Gardens,Florida,public,335,0,3,3,indiscriminate,17,m,Unknown,Unknown,3.0,0,Glock,Unknown,25.938839,-80.276769,6.0,9,12,140.0,Miami-Dade County,21.0,1
De Anza High School,West Contra Costa Unified,3/11/2022,2021-2022,2022,,Friday,Richmond,California,public,1380,0,1,1,targeted,19,,Unknown,student,3.0,0,Unknown,Unknown,37.969409,-122.288035,62.89,9,12,1063.0,Contra Costa County,21.0,0
Eisenhower High School,Yakima School District,3/15/2022,2021-2022,2022,15:00:00,Tuesday,Yakima,Washington,public,1908,1,0,1,targeted,15,m,Unknown,student,3.0,0,Unknown,Unknown,46.591635,-120.565796,97.97,9,12,1333.0,Yakima County,13.0,0
Mott-Regent School,Mott-regent 1,3/21/2022,2021-2022,2022,,Wednesday,Hettinger County,North Dakota,public,98,1,0,1,targeted,19,m,Unknown,police officer,3.0,0,service pistol,Unknown,46.372185,-102.318612,15.5,7,12,43.0,Hettinger County,43.0,0
Rippon Middle School,Prince William Co Pblc Schs,3/22/2022,2021-2022,2022,11:00:00,Thursday,Woodbridge,Virginia,public,1371,0,0,0,indiscriminate,20,m,b,Unknown,3.0,0,rifle and shotgun,Unknown,38.6226,-77.2671,82.67,6,7,488.0,Prince William County,21.0,0
Western High School,Clark County School District,3/29/2022,2021-2022,2022,14:15:00,Tuesday,Las Vegas,Nevada,public,2732,0,2,0,targeted,19,,Unknown,school police officer,3.0,0,Unknown,Unknown,36.176163,-115.202879,103.0,9,12,2732.0,Clark County,11.0,0
West Philadelphia Achievement Charter Elementary School,Philadelphia Public School Dis,3/31/2022,2021-2022,2022,09:00:00,Thursday,Philadelphia,Pennsylvania,public,470,0,0,0,accidental,8,m,Unknown,student,0.0,0,Unknown,Unknown,32.780532,-89.105653,36.2,PK,6,470.0,Neshoba County,33.0,0
Tanglewood Middle,Greenville County School District,3/31/2022,2021-2022,2022,12:26:00,Thursday,Greenville,South Carolina,public,868,1,0,1,targeted,12,m,Unknown,student,3.0,0,handgun,Unknown,34.824083,-82.46882,45.0,6,8,868.0,Greenville County,41.0,0
Lowellville Junior/Senior High School,Lowellville Local,4/5/2022,2021-2022,2022,10:00:00,Thursday,Lowellville,Ohio,public,219,0,0,0,public suicide,19,,Unknown,student,3.0,0,Unknown,Unknown,41.044822,-80.552325,18.46,7,12,488.0,Mahoning County,21.0,0
Erie High School,Erie City Shool District,4/5/2022,2021-2022,2022,09:20:00,Tuesday,Erie,Pennsylvania,public,2267,0,1,1,targeted,14,m,Unknown,student,3.0,0,9mm handgun,Unknown,42.101896,-80.082293,153.25,9,12,2264.0,Erie County,13.0,0
Pine Bluff High School,Pine Bluff School District,4/11/2022,2021-2022,2022,14:45:00,Monday,Pine Bluff,Arkansas,public,892,0,0,0,unclear,19,m,Unknown,student,3.0,1,Unknown,Unknown,34.219096,-92.010781,58.17,9,12,892.0,Jefferson County,13.0,0
Edmund Burke School,Unknown,4/22/2022,2021-2022,2022,15:18:00,Friday,Washington,District of Columbia,private,300,0,4,4,indiscriminate,23,m,Unknown,Unknown,1.0,0,sniper rifle,Unknown,38.94304098,-77.06209293,55.3,9,12,488.0,District of Columbia,11.0,0
Aspen Ridge Elementary School,Nice Community School District,4/26/2022,2021-2022,2022,13:30:00,Tuesday,West Ishpeming,Michigan,public,753,0,0,0,public suicide,19,m,Unknown,student,3.0,0,Unknown,Unknown,46.4805,-87.7289,50.95,KG,8,264.0,Marquette County,41.0,0
Heights High School,The Houston Independent School District,5/12/2022,2021-2022,2022,13:15:00,Thursday,Houston,Texas,public,2450,0,1,1,targeted,17,m,Unknown,student,3.0,0,AK pistol,Unknown,29.795384,-95.3935,123.15,9,12,1613.0,Harris County,11.0,0
Alexander W. Dreyfoos School of Arts,Palm Beach County,5/13/2022,2021-2022,2022,11:58:00,Friday,West Palm Beach,Florida,public,1363,1,0,0,targeted,19,f,Unknown,off-duty police officer,3.0,0,Unknown,Unknown,26.709238,-80.059481,65.0,9,12,327.0,Palm Beach County,12.0,0
Walt Disney Magnet School,City Of Chicago Sd 299,5/17/2022,2021-2022,2022,10:00:00,Tuesday,Chicago,Illinois,public,1536,0,1,1,accidental,8,m,Unknown,student,0.0,0,Unknown,Unknown,41.9568,-87.6469,91.0,PK,8,865.0,Cook County,11.0,0
Mexia High School,Mexia Independent School District,5/17/2022,2021-2022,2022,11:20:00,Monday,Mexia,Texas,public,531,0,0,0,unclear,17,m,Unknown,student,3.0,0,Unknown,Unknown,31.696012,-96.473307,42.8,9,12,431.0,Limestone County,33.0,0
Robb Elementary School,Uvalde CISD,5/24/2022,2021-2022,2022,11:33:00,Tuesday,Uvalde,Texas,public,538,21,12,33,indiscriminate,18,m,h,Unknown,3.0,0,Unknown,Unknown,29.199304,-99.78812,34.53,3,4,438.0,Uvalde County,33.0,0
Ulysses S. Grant High School,Los Angeles Unified School District,6/1/2022,2021-2022,2022,15:25:00,Wednesday,Los Angeles,California,public,1886,0,1,2,targeted,19,,Unknown,Unknown,3.0,0,Unknown,Unknown,34.177798,-118.415327,94.35,9,12,2609.0,Los Angeles County,11.0,0
Walnut Park Elementary,Gadsden City,6/9/2022,2022-2023,2022,09:30:00,Thursday,Gadsden,Alabama,public,203,1,1,2,targeted,19,,Unknown,police officer,3.0,0,Unknown,Unknown,34.0107,-86.0562,13.46,PK,5,252.0,Etowah County,13.0,0
John Finney High School,Vallejo City Unified District,7/20/2022,2022-2023,2022,09:25:00,Wednesday,Vallejo,California,public,135,0,0,0,unclear,19,m,h,Unknown,3.0,0,Unknown,Unknown,38.111902,-122.243859,7.12,9,12,93.0,Solano County,12.0,0
Madison Park Academy,Oakland Unified School District,8/29/2022,2022-2023,2022,13:30:00,Monday,Oakland,California,public,754,0,1,1,accidental,12,m,Unknown,student,0.0,0,Unknown,Unknown,37.727297,-122.178837,45.3,6,12,694.0,Alameda County,11.0,0
Mergenthaler Vocational Technical High School,Baltimore City Public Schools District,9/2/2022,2022-2023,2022,15:00:00,Friday,Baltimore,Maryland,public,1785,1,0,1,targeted,17,m,Unknown,student,3.0,0,handgun,Unknown,39.3322,-76.5911,105.5,9,12,1187.0,Baltimore City,11.0,0
Treasure Cost Classical Academy,Martin District,9/19/2022,2022-2023,2022,,Monday,Stuart,Florida,public,1030,0,0,0,accidental,19,m,w,school resource deputy,0.0,0,handgun,Unknown,27.120513,-80.234928,67.0,KG,12,153.0,Martin County,21.0,0
Mankato West High School,Mankoto Public School District,9/20/2022,2022-2023,2022,12:00:00,Tuesday,Mankoto,Minnesota,public,1243,0,0,0,suicide,19,m,Unknown,student,3.0,0,Unknown,Unknown,44.159231,-94.017529,55.56,9,12,259.0,Blue Earth County,13.0,0
Rudsdale High School,Oakland Unified School District,9/28/2022,2022-2023,2022,12:45:00,Wednesday,Oakland,California,public,294,0,6,6,indiscriminate,19,,Unknown,Unknown,3.0,0,Unknown,Unknown,37.76573,-122.153923,17.8,9,12,255.0,Alameda County,11.0,0
Jeremiah E. Burke High School,Boston Public Schools Library and Media Services,10/4/2022,2022-2023,2022,09:30:00,Tuesday,Dorchester,Massachusetts,public,390,0,1,1,targeted,17,m,Unknown,student,3.0,0,Unknown,Unknown,42.306942,-71.081648,34.89,9,12,488.0,Suffolk County,11.0,0
James Madison Academic Campus,Milwaukee Public Schools,10/10/2022,2022-2023,2022,15:30:00,Monday,Milwaukee,Wisconsin,public,699,0,1,1,unclear,19,,Unknown,Unknown,3.0,0,Unknown,Unknown,43.1261,-88.0128,41.8,9,12,699.0,Milwaukee County,11.0,0
Central Visual and Performing Arts High School,St. Louis City,10/24/2022,2022-2023,2022,09:10:00,Monday,St. Louis,Missouri,public,380,2,7,9,indiscriminate,19,m,b,Unknown,3.0,0,Unknown,Unknown,38.604372,-90.270897,26.45,9,12,377.0,St. Louis City,11.0,0
Ingraham High School,Seattle School District No. 1,11/8/2022,2022-2023,2022,,Tuesday,Seattle,Washington,public,1483,1,0,1,targeted,14,m,Unknown,student,3.0,0,handgun,Unknown,47.7257,-122.3369,72.41,9,12,186.0,King County,11.0,1
Ball Elementary School,Ball Chatham Cusd 5,11/11/2022,2022-2023,2022,13:26:00,Tuesday,Ball,Louisiana,public,606,0,2,2,targeted,19,,Unknown,Unknown,3.0,0,Unknown,Unknown,39.6716,-89.629,36.32,PK,4,488.0,Sangamon County,41.0,0
South Vermillion High School,South Vermillion Com Sch Corp,11/17/2022,2022-2023,2022,09:30:00,Thursday,Clinton,Indiana,public,535,0,1,1,accidental,19,m,Unknown,sheriff deputy,0.0,1,handgun,Unknown,39.689,-87.4138,37.74,9,12,195.0,Vermillion County,31.0,0
Freedom Preparatory High School,Shelby County,12/5/2022,2022-2023,2022,12:27:00,Monday,Memphis,Tennessee,public,288,0,1,1,accidental,15,m,Unknown,student,0.0,0,Unknown,Unknown,35.032022,-90.036586,14.84,6,8,156.0,Shelby County,11.0,0
Suitland High School,Prince George's County Public Schools,12/8/2022,2022-2023,2022,10:00:00,Thursday,Forestville,Maryland,public,2047,0,1,1,targeted,16,m,Unknown,student,3.0,0,Unknown,Unknown,38.853645,-76.917277,133.0,9,12,807.0,Prince George's County,21.0,0
Fuquay-Varina Middle School,Wake County Schools,12/8/2022,2022-2023,2022,08:03:00,Thursday,Fuquay-Varina,North Carolina,public,1157,0,0,0,accidental,12,,Unknown,student,3.0,0,Unknown,Unknown,35.585093,-78.793497,65.5,6,8,196.0,Wake County,21.0,0
Cleveland High School,Portland County Schools,12/12/2022,2022-2023,2022,12:30:00,Monday,Portland,Oregon,public,1625,0,1,1,targeted,19,,Unknown,Unknown,3.0,0,Unknown,Unknown,45.4985,-122.6391,80.56,9,12,148.0,Multnomah County,11.0,0
Benjamin Franklin High School,Rochester City School District,1/5/2023,2022-2023,2023,,Thursday,Rochester,New York,public,1029,0,0,0,targeted,19,,Unknown,Unknown,3.0,0,Unknown,Unknown,43.188169,-77.597958,108.7,9,12,941.0,Monroe County,12.0,0
Beechcroft High School,Columbus City School District,1/6/2023,2022-2023,2023,11:30:00,Thursday,Columbus,Ohio,public,630,0,0,0,unclear,15,,Unknown,student,3.0,0,Unknown,Unknown,40.0942,-82.9647,44.0,9,10,488.0,Franklin County,11.0,0
Richneck Elementary School,Newport News City of Public Schools,1/6/2023,2022-2023,2023,14:00:00,Friday,Newport News,Virginia,public,586,0,1,1,targeted,6,m,Unknown,student,3.0,0,handgun,Unknown,37.1564,-76.5237,31.0,KG,5,492.0,Newport News City,12.0,0
William Penn High School,Colonial School District,1/10/2023,2022-2023,2023,11:40:00,Monday,New Castle,Delaware,public,2270,0,0,0,accidental,16,m,Unknown,student,3.0,0,handgun,Unknown,39.668622,-75.584879,128.0,9,12,488.0,New Castle County,21.0,0
Booker T. Washington High School,Kipp Booker T Washington,1/10/2023,2022-2023,2023,15:30:00,Tuesday,New Orleans,Louisiana,public,736,0,1,1,targeted,19,,Unknown,Unknown,3.0,0,Unknown,Unknown,29.94991,-90.08925,56.0,9,12,583.0,Orleans Parish,11.0,0
Plaza Academy,Unknown,1/24/2023,2022-2023,2023,12:34:00,Tuesday,Kansas City,Missouri,private,50,0,1,1,targeted,19,,Unknown,Unknown,3.0,0,Unknown,Unknown,39.0554877,-94.59127529,55.3,9,12,488.0,Jackson County,11.0,0
Taylorsville High School,Granite District,1/26/2023,2022-2023,2023,,Thursday,Taylorsville,Utah,public,2764,0,0,0,targeted,19,,Unknown,student,3.0,0,Unknown,Unknown,40.655508,-111.936978,102.81,9,12,1127.0,Salt Lake County,21.0,0
Gila Ridge High School,Yuma Union High School District,1/30/2023,2022-2023,2023,08:30:00,Monday,Yuma,Arizona,public,2158,0,2,2,unclear,19,,Unknown,Unknown,3.0,0,Unknown,Unknown,32.6857,-114.5107,83.7,9,12,1208.0,Yuma County,41.0,0
Geary Elementary School,Geary,1/31/2023,2022-2023,2023,,Tuesday,Geary,Oklahoma,public,149,0,0,0,accidental,19,,Unknown,parent of student,3.0,0,rifle,legally purchased by shooter,35.629468,-98.324487,15.2,PK,5,130.0,Blaine County,43.0,0
Ridgeview Jr. High School,Ridgeview Cusd 19,2/2/2023,2022-2023,2023,10:00:00,Thursday,Pickerington,Ohio,public,143,0,0,0,targeted,19,m,Unknown,Unknown,3.0,0,Unknown,Unknown,40.5638,-88.6136,6.7,6,10,60.0,Mclean County,42.0,0
PS 78,New York City Geographic District #31,2/13/2023,2022-2023,2023,12:35:00,Monday,Staten Island,New York,public,594,0,0,0,unclear,19,,Unknown,Unknown,3.0,0,Unknown,Unknown,40.6223,-74.0787,54.14,PK,5,569.0,Richmond County,11.0,0
Dalhart ISD schools,Dalhart ISD,2/13/2023,2022-2023,2023,12:00:00,Monday,Dalhart,Texas,public,1735,1,0,1,accidental,19,,Unknown,Unknown,3.0,0,Unknown,Unknown,36.047164,-102.499399,128.91,PK,12,1162.0,Hartley County,41.0,0
Westinghouse Academy,Pittsburgh Sd,2/14/2023,2022-2023,2023,,Tuesday,Pittsburgh,Pennsylvania,public,679,0,4,4,unclear,19,,Unknown,Unknown,3.0,0,Unknown,Unknown,40.4609,-79.9012,63.7,6,12,676.0,Allegheny County,11.0,0
Palo Duro High School,Amarillo Isd,3/6/2023,2022-2023,2023,14:00:00,Monday,Amarillo,Texas,public,1895,0,1,1,unclear,19,,Unknown,Unknown,3.0,0,Unknown,Unknown,35.228498,-101.824434,131.0,9,12,1499.0,Potter County,12.0,0
Lamar High School,Arlington Isd,3/20/2023,2022-2023,2023,06:55:00,Monday,Arlington,Texas,public,"2,541",1,1,2,unclear,19,m,Unknown,student,3.0,0,Unknown,Unknown,32.763804,-97.125993,166.97,9,12,1820.0,Tarrant County,11.0,0
Anniston High School,Anniston City,3/22/2023,2022-2023,2023,12:45:00,Wednesday,Anniston,Alabama,public,450,0,1,1,accidental,19,,Unknown,student,3.0,0,Unknown,Unknown,33.6612,-85.82,25.5,9,12,387.0,Calhoun County,13.0,0
East High School,School District NO. 1 In The County Of Denver And State Of Colorado,3/22/2023,2022-2023,2023,09:55:00,Wednesday,Denver,Colorado,public,2589,0,2,2,targeted,17,m,b,student,1.0,0,ghost gun,Unknown,39.7416,-104.9557,123.63,9,12,743.0,Denver County,11.0,0
Northridge Middle School,Middlebury Community Schools,3/24/2023,2022-2023,2023,,Friday,Middlebury,Indiana,public,1002,0,0,0,public suicide,19,,Unknown,staff member,1.0,0,Unknown,Unknown,41.672866,-85.726857,68.5,6,8,266.0,Elkhart County,41.0,0
The Covenant School,Unknown,3/27/2023,2022-2023,2023,10:13:00,Monday,Nashville,Tennessee,private,200,6,0,6,indiscriminate,28,f,w,former student,1.0,0,Unknown,Unknown,36.09286762,-86.82526612,15.0,PK,6,488.0,Davidson County,11.0,0
George Wythe High School,Richmond City Pblc Schs,4/27/2023,2022-2023,2023,12:02:00,Thursday,Richmond,Virginia,public,1296,0,2,2,targeted,18,m,Unknown,student,3.0,0,Unknown,Unknown,37.510274,-77.483075,71.84,9,12,1116.0,Richmond City,12.0,0
West High School,Knox County,4/28/2023,2022-2023,2023,09:20:00,Friday,Knoxville,Tennessee,public,1525,0,1,1,accidental,14,m,Unknown,student,3.0,0,handgun,Unknown,35.9485,-83.973,85.5,9,12,303.0,Knox County,12.0,0
International Academy of Flint K12,International Academy of Flint,5/2/2023,2022-2023,2023,15:30:00,Tuesday,Flint,Michigan,public,927,0,1,1,targeted,27,f,Unknown,parent,3.0,0,Unknown,Unknown,42.9966,-83.6785,49.0,PK,12,787.0,Genesee County,13.0,0
Von Tobel Ed MS,Clark County School District,5/8/2023,2022-2023,2023,12:30:00,Monday,Las Vegas,Nevada,public,"1,051",0,1,1,accidental,18,m,Unknown,Unknown,3.0,0,Unknown,Unknown,36.20418,-115.097412,55.3,6,8,1051.0,Clark County,21.0,0
E. Washington Rhodes Elementary School,Philadelphia City Sd,5/8/2023,2022-2023,2023,11:30:00,Monday,Philadelphia,Pennsylvania,public,406,0,0,0,accidental,19,,Unknown,student,3.0,0,Unknown,Unknown,40.0028,-75.1781,41.37,KG,8,403.0,Philadelphia County,11.0,0
Roosevelt High School,District Of Columbia Public Schools,5/17/2023,2022-2023,2023,14:25:00,Wednesday,Washington,District of Columbia,public,797,1,0,1,unclear,19,,Unknown,Unknown,3.0,0,Unknown,Unknown,38.942971,-77.029177,67.9,9,12,392.0,District Of Columbia,11.0,0
St. John's Prep,Unknown,5/22/2023,2022-2023,2023,,Monday,Danvers,Massachusetts,private,1446,0,0,0,accidental,19,m,Unknown,police officer,3.0,0,Unknown,Unknown,42.5826821,-70.95260296,176.3,6,12,488.0,Essex County,21.0,0
Oliver Citywide Academy,Pittsburgh Sd,5/24/2023,2022-2023,2023,07:30:00,Wednesday,Pittsburgh,Pennsylvania,public,106,1,0,1,targeted,15,m,Unknown,student,3.0,0,Unknown,Unknown,40.464327,-80.024121,22.63,3,12,88.0,Allegheny County,11.0,0
Michigan Collegiate High School,Conner Creek Academy East,6/5/2023,2022-2023,2023,14:40:00,Monday,Warren,Michigan,public,643,0,0,0,targeted,22,m,b,associate of student,3.0,0,handgun,Unknown,42.522585,-83.066681,24.84,6,12,595.0,Macomb County,12.0,0
